Audio File ID,Target Text,Coded Lines,Speaker ID,Start Time,End Time
interview-24fc-54,that is the main point for me to have a good conversation,that is the main point for me to have &-like a good conver [//] &+conv ↫conver↫conversation,SP01,232.3,239.75
interview-24fc-55,also I don't think that the fluency has a role to play in that,&-um also <it would just> [//] I [/] I don't think that the ↫flu↫flu^ency &-like has &-like a role to play in that,SP01,240.0,250.65
interview-24fc-56,it would help of course,it [/] it [/] it would help of course,SP01,250.65,254.75
interview-24fc-57,it's easier for the people to understand us if we don't block,<it's &+ea &+ea> [//] it's ↫eas-eas↫easier <for the> [/] for the people to &-like ↫un-un-un↫understand us if  [/] if we don't block,SP01,254.8,265.9
interview-24fc-58,but I think that if I can say what I have to say,but I think that &-uh <if the> [//] if I can say what I have to say,SP01,266.0,272.2
interview-24fc-59,and that I don't switch word,and that I [/] I don't &-like switch word,SP01,272.2,274.9
interview-24fc-60,or stop before I finish what I want to say that is a good conversation,or stop [/] stop ↫be-be-be↫before I finish what I want to say that is a <good &+conver> [/] good ↫conver-conver↫conversation,SP01,275.0,286.5
interview-24fc-61,cool okay,cool okay,SP02,286.8,288.1
interview-24fc-62,have you ever stopped to think if you didn't stutter what might be different in your life ?,have you ever stopped to think if you didn't stutter what might be different in your life ?,SP02,288.2,292.8
interview-24fc-63,I did,I did,SP01,293.0,294.3
interview-24fc-64,I did think if my job will be same job,I did think &-uh if my job <will be> [/] will be &+di &-like same job,SP01,294.3,299.35
interview-24fc-65,if it will like impacted my choice,if it will like ↫im↫impacted my [/] my &-uh choice,SP01,299.35,303.25
interview-24fc-66,I love what I do,I love what I do,SP01,303.25,305.25
interview-24fc-67,but maybe that I would have chosen something else that I might have to talk more,but maybe that I would have ↫cho-cho-cho-cho-cho↫chosen &+so &-like something else that I might have to talk more,SP01,305.25,314.45
interview-24fc-68,or might have to interact with people more,or might have to interact with people more,SP01,314.45,316.85
interview-24fc-69,like what ?,like what ?,SP02,316.85,317.15
interview-24fc-70,I do have to interact with people at my job but I don't interact with other people,I do have to interact with &-like people at my job but I don't interact with &-like other people,SP01,317.1,322.65
interview-24fc-71,it's just my team and teammate the coworkers,it's just &-like my team and &-like teammate the coworkers,SP01,322.65,326.95
interview-24fc-72,but I don't have to call someone or so,but I don't have to &-like call someone or &-like so,SP01,327.0,331.55
interview-24fc-73,maybe I would have gotten another kind of job,↫may↫maybe <I would not got> [//] I would have &-um gotten an^other kind of job,SP01,331.55,337.45
interview-24fc-74,but I think I will be pretty much the same,but I think I will be pretty much the same,SP01,337.45,340.85
interview-24fc-75,I might would've talk more,<I might have> [//] I might would've &-um talk more,SP01,340.85,344.8
interview-24fc-76,when I'm like in group,&-like when I'm like in group,SP01,344.8,347.2
interview-24fc-77,I think it's my cellphone buzz,I think it's my cellphone buzz,SP01,347.2,349.0
interview-24fc-79,so I think I will talk maybe more when I'm in group,&-um so I think I will talk ↫may↫maybe more when I'm [/] when I'm in group,SP01,350.0,355.0
interview-24fc-80,I find it difficult to take my place when people talk,I find [/] I find it  &-uh ↫di-di-di↫difficult to &-um &-like take my place when people talk,SP01,355.0,362.6
interview-24fc-81,and they talking pretty fast some time,and they talking pretty fast some time,SP01,362.6,364.95
interview-24fc-82,and it just hard to just say stop I want to say something about that,and it just hard to just &-like say stop <I &+wa> [/] I want to &-like say something about that,SP01,365.0,370.9
interview-24fc-83,and I know that I'm gonna block and that it's gonna be long,and I know that I'm gonna block and that <it's &+gon> [/] it's gonna be long,SP01,370.9,374.8
interview-24fc-84,and so I think it will maybe have that,and so I think it will maybe have that,SP01,374.8,378.1
interview-24fc-85,but my friends are pretty good cool with that so,but my friends are pre:tty good [//] cool with that so,SP01,378.1,382.5
interview-24fc-86,they let me talk too so,they let me talk too so,SP01,382.5,384.5
interview-24fc-87,okay,okay,SP02,384.5,385.05
interview-24fc-88,do you have any thoughts about what causes stuttering ?,do you have any thoughts about what causes stuttering ?,SP02,385.05,389.0
interview-24fc-89,I am doing a master in biology so of course,&-uh I am doing a master in ↫bio-bio↫biology so of course,SP01,389.0,396.25
interview-24fc-90,I looked it up,I looked it up,SP01,396.25,398.1
interview-24fc-91,so I know it's gene in involvement that's like eighty percent genetic twenty percent environmental,&-uh so I know it's &-like gene &-like in &-uh involvement that's like eighty percent &-like genetic ↫twe↫twenty percent environmental,SP01,398.1,408.65
interview-24fc-92,I look it up for which gene and why how of does that work,&-uh I look it up for ↫w↫which gene and why how [/] how &+do of does that work,SP01,408.65,416.9
interview-24fc-93,I know that we do not all of them yet,&-uh I know that we do not all of them yet,SP01,417.0,420.4
interview-24fc-94,we have a really few of them actually,we have &-uh a really few of them actually,SP01,420.4,422.9
interview-24fc-95,they all work in the same pathway so,they all work in the same pathway so,SP01,422.9,425.65
interview-24fc-96,I can't wait to see really what causes that so,I can't wait to see &-like really what ↫cau-cau↫causes that so,SP01,425.65,432.5
interview-24fc-97,I can't wait either,I can't wait either 0haha,SP02,432.5,434.32
interview-24fc-98,the two of us will be very happy when we find out,the two of us will be very happy when we find out,SP02,434.32,437.1
interview-24fc-99,so the last thing is very important because of the project,&-um so the last thing is &-uh very important because of the project,SP02,437.1,442.35
interview-24fc-100,is there anything you would like to say to students who are studying to become speech pathologists who might work with people who stutter ?,is there anything you would like to say to students who are studying to become speech pathologists who might work with people who stutter ?,SP02,442.35,448.9
interview-24fc-101,I will say I think that the most important thing is that the people who stutter like the kind of therapy that are getting,&-uh I will say I think that the most important thing is that the people <who &+s> [/] who [/] who [/] who stutter &-um like [/] like the kind of therapy that are ↫ge-ge-ge-ge↫ge:tting,SP01,449.0,465.3
interview-24fc-102,so maybe ask them more of them,so maybe &-like ask them &-like more of them,SP01,465.3,468.35
interview-24fc-103,if this is what they want,if [/] if [/] if this is what they want,SP01,468.35,471.5
interview-24fc-104,to try or practice or things like that,to &-like [/] &-like try or &-like ≠practice or things like that,SP01,471.5,477.65
interview-24fc-105,maybe to ask them if more about maybe school if everything is good at school,&-um maybe to ask them &-uh if &-like more about &-like maybe &-like school &-like if &-uh <if &+ev> [/] if everything is &-like good at school,SP01,478.65,490.3
interview-24fc-106,what would help them ?,what [/] what [/] what would help them ?,SP01,490.3,493.3
interview-24fc-107,what would not help them ?,what would not help them ?,SP01,493.3,495.1
interview-24fc-108,so I think that yeah that's pretty much it,so I think that yeah that's pretty much it,SP01,495.1,497.9
interview-24fc-109,well you had some things told to you that didn't help right as you said,well you had some things told to you that didn't help right as you said,SP02,497.8,500.9
interview-24fc-110,yeah yeah,yeah yeah,SP01,501.0,502.3
interview-24mb-12,so can you talk a little bit about the impact that stuttering has had on your life ?,so &-um can you talk a little bit about the impact that stuttering has had on your life ?,SP01,0.0,6.45
interview-24mb-13,you can talk about family friends education jobs anything you want,&-um you can talk about family friends education jobs anything you want,SP01,6.45,13.1
interview-24mb-14,okay so I'm the only person in my family that stutters,okay so I'm the only person <in my family> [/] in my family that stutters,SP02,13.1,16.6
interview-24mb-15,and for a while stuttering kind of,&-uh and for a while stuttering kind of +//.,SP02,16.6,19.55
interview-24mb-16,and stuttering won,and stuttering won,SP02,19.55,20.8
interview-24mb-17,when I was growing up I always questioned am I the only one that stuttered ?,&-uh when I was growing up I always questioned &-like am I the only one that stuttered ?,SP02,20.8,23.85
interview-24mb-18,how does this impact future jobs ?,how does this impact future jobs ?,SP02,23.85,25.6
interview-24mb-19,could someone see past the fact that I stutter whether it's a friendship or a relationship or whatever the case may be,could someone see past the fact that I stutter whether it's a friendship or a relationship or whatever the case may be,SP02,25.6,30.0
interview-24mb-20,but as I got older and did speech therapy and then went back to speech therapy,but as I ≠got older and did speech therapy and then went back to speech therapy,SP02,30.0,36.15
interview-24mb-21,I gained a sense of acceptance,&-um I gained a sense of acceptance,SP02,36.15,38.9
